game_title,description,genres
Assassin's Creed II,"Desmond Miles is trained to become a modern-day Assassin through the resurrected memories of ancestor Ezio Auditore da Firenze, who uncovers a massive Templar conspiracy in Renaissance Italy leading to the new Pope.","['Action', 'Adventure', 'History', 'Sci-Fi']"
Fallout 3,"Centuries following nuclear war, a teen leaves the safety of an underground vault in order to find their father, who left in hopes of creating a water purifier.","['Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']"
Call of Duty 4: Modern Warfare,"The Call of Duty series returns this time into a modern day setting. The player takes control of a character nicknamed ""Soap,"" for the majority of the campaign and will need to progress through many modern warfare scenarios.","['Action', 'Thriller']"
Uncharted 3: Drake's Deception,"Treasure hunter Nathan Drake embarks on a quest in search of the Atlantis of the Sands while battling an ancient, sinister organization.","['Action Epic', 'Conspiracy Thriller', 'Desert Adventure', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
Metal Gear Solid 2: Sons of Liberty,"Two years after the death of Solid Snake, a rookie FOX-HOUND agent, on his first mission, infiltrates an offshore decontamination facility to rescue the President.","['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Silent Hill,"Harry awakes from a car crash to notice his daughter, Cheryl, vanished. As he searches for her, through the eerie town of Silent Hill, a terrifying descent into the unknown is set.","['Drama', 'Horror', 'Mystery', 'Thriller']"
Persona 4 Golden,"A group of high school students discover a hidden TV world called 'The Midnight Channel', an alternate reality infested with shadows that is being used to commit murder. After awakening to their Personas, the group decides to investigate.","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance']"
Resident Evil,"Remake of the first game in which the RPD squad, Jill and Chris, are forced to flee into a mysterious mansion. Featuring new gameplay mechanics, revised puzzles, additional explorable areas, a revised script, and new story details.","['Action', 'Adventure', 'Horror', 'Sci-Fi']"
The Legend of Zelda: Majora's Mask,"After becoming the hero of Hyrule, Link stumbles into the enchanted land of Termina, where a falling moon will crush the world in three days.","['Adventure Epic', 'Dark Fantasy', 'Fantasy Epic', 'Action', 'Adventure', 'Family', 'Fantasy']"
The Legend of Zelda: Twilight Princess,"Link, a young man from a small farming village, finds Hyrule is being consumed by an otherworldly twilight. Guided by a strange pixie named Midna, he endeavors to return light to the land and confront the usurper king Zant.","['Dark Fantasy', 'Fantasy Epic', 'Sword & Sorcery', 'Action', 'Adventure', 'Fantasy', 'Western']"
Omori,A young man and his friends set out a quest to find a missing person while confronting his traumatic past and fears.,"['Psychological Drama', 'Psychological Horror', 'Adventure', 'Drama', 'Fantasy', 'Horror']"
Diablo II,"Evil has survived. Diablo, the Lord of Terror, now seeks to free his demonic brothers. The armies of the High Heavens are forbidden to interfere with Diablo's plan.","['Action', 'Adventure', 'Fantasy', 'Horror']"
Super Mario Galaxy 2,Mario goes back in the galaxy to save Princess Peach from Bowser.,"['Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Persona 3 FES,A new student arrives at a school full of monsters that attack at night. A team of Persona users recruit him to help battle alongside them to rid the monsters for good.,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Indiana Jones and the Fate of Atlantis,"Indiana Jones must fight the nazis again in search for Atlantis and a newly discovered mineral of unbelievable power, the Orichalcum.","['Action', 'Adventure', 'Fantasy', 'Mystery']"
Ori and the Will of the Wisps,"Ori begins a new journey that goes beyond the forest of Nibel where he uncovers lost secrets, and unearths his true destiny.","['Adventure', 'Fantasy']"
Super Smash Bros. Melee,"Smash Bros. installment for the GameCube with fast-paced, highly competitive and technical gameplay of realtime chess and hype using various Nintendo characters, with simple controls yet deep mechanics.","['Action', 'Fantasy', 'Sci-Fi', 'Sport']"
Kingdom Hearts HD 1.5 Remix,"A compilation of three classic games, Kingdom Hearts Final Mix (updated version of the original Kingdom Hearts game, Kingdom Hearts Re: Chain of Memories (2007) and Kingdom Hearts: 358/2 Days (2009).","['Action', 'Adventure', 'Family', 'Fantasy']"
The Legend of Zelda: The Wind Waker,"After his sister gets kidnapped from their peaceful island, a young boy aims to emulate the Hero of Time by saving her.","['Quest', 'Sea Adventure', 'Swashbuckler', 'Sword & Sorcery', 'Action', 'Adventure', 'Fantasy']"
Pressure,Add a plot in your language,"['Adventure', 'Horror']"
Gabriel Knight: Sins of the Fathers,"Gabriel Knight, the owner of a New Orleans, Louisiana bookstore, gets tangled up in the investigation of a series of voodoo-related murders currently plaguing the city.","['Adventure', 'Drama', 'Horror', 'Mystery']"
Heroes of Might and Magic III: The Restoration of Erathia,"Turn-based strategy game in which the player goes through 7 different campaigns, controlling a number of heroes that command an army of creatures inspired by myth and legend.","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Xenogears,Young warrior and artist Fei Fong Wong sets off on a journey that tests his faith as well as courage as he is suddenly thrown into a battle where no one is who they seem.,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Shenmue,"Ryo, a respected Japanese student sees his father killed in front of his own eyes. He sets out to find the man in charge of his fathers death and the mystery of who and why?","['Action', 'Adventure', 'Crime', 'Mystery']"
Metal Gear Solid 2: Substance,"Enhanced version of Metal Gear Solid 2: Sons of Liberty (2001) in which two years after the death of Snake, a rookie FOX-HOUND agent infiltrates an offshore facility. It adds VR missions, 5 short-story missions with Snake at the helm, a ""Skater Mode"" and more.","['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
StarCraft: Brood War,After the events of StarCraft (1998) the Protoss try to unite their divided race while still fighting the weakened Zerg which is also attacked by human expedition from Earth.,"['Action', 'Adventure', 'Sci-Fi', 'War']"
Baldur's Gate II: Throne of Bhaal,"The main character, Gorion's ward, and his or her party must overcome five children of the dead god Bhaal, who've raised armies to conquer the world through carnage and claim their father's sinister throne and title.","['Action', 'Adventure', 'Fantasy']"
Metal Gear: Ghost Babel,"In this non-canonical sequel to Metal Gear Solid, Solid Snake is called upon from his home in Alaska to infiltrate an enemy base searching for Metal Gear.","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
The Bunny Graveyard,"Skye and her Handy Pals are looking for a new pal to help them out on her lovely lil' garden. Think you're up for the job, partner?",['Horror']
Dark Souls: Artorias of the Abyss,"In the expansion for ""Dark Souls (2011)"", the Chosen Undead is dragged into the past land of Oolacile by Manus, Father of the Abyss. The land and its' hero Artorias have been corrupted. The Chosen Undead has to defeat Artorias and Manus.","['Action', 'Adventure', 'Fantasy', 'Horror']"
The Legend of Zelda: The Wind Waker HD,"A young boy must sail the great sea in order to save his sister from a monstrous bird and become the hero he was prophesised to be, by defeating a dark lord who intends to send the world into peril.","['Action', 'Adventure', 'Fantasy']"
Gothic II: Night of the Raven,"Expansion pack for Gothic II (2002) with the addition of a world called Jharkendar, and new attributes, items, and weapons.","['Action', 'Adventure', 'Fantasy']"
Master of Orion II: Battle at Antares,"Lead an alien race to victory in a wide, opportune galaxy! Play as the Elf-like Elerians, The Bear-sized Bulrathi, or the robotic Meklars.",['Sci-Fi']
Star Wars Jedi: Survivor,Young Jedi Knight Cal Kestis and his friends continue in their struggle to survive the tyranny of the Galactic Empire while racing to reach a shrouded planet that can serve as a safe haven.,"['Dark Fantasy', 'Dystopian Sci-Fi', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
Horizon Forbidden West,Aloy treks into an arcane region and faces new hostile enemies and threats in search of a way to heal the world from a deadly blight and catastrophic storms.,"['Action', 'Adventure', 'Sci-Fi']"
Grand Theft Auto IV,"Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.","['Car Action', 'Dark Comedy', 'Gangster', 'Heist', 'Martial Arts', 'Action', 'Crime', 'Drama']"
Horizon Zero Dawn,"In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.","['Action', 'Adventure', 'Sci-Fi']"
Fallout: New Vegas,"After surviving a bullet to the head, Courier Six traverses the post-apocalyptic Mojave desert in search of the men who wronged him, while making an impact on thousands in the process.","['Contemporary Western', 'Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Western']"
Final Fantasy VII Remake,Re-imagining of Final Fantasy VII (1997). A former soldier joins an eco-terrorist group in a mission against the electric power company he used to work for in order to protect the planet and all who reside on it.,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']"
Life is Strange,An awkward photography student named Max Caulfield discovers her ability to rewind time and reunites with her estranged best friend Chloe Price to investigate the mysterious disappearance of a local girl.,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']"
Black Myth: Wukong,"Black Myth: Wukong is an action RPG rooted in Chinese mythology. You shall set out as the Destined One to venture into the challenges and marvels ahead, to uncover the obscured truth beneath the veil of a glorious legend from the past.","['Fantasy Epic', 'Quest', 'Action', 'Adventure', 'Fantasy']"
The Elder Scrolls IV: Oblivion,"After being freed by the Emperor of Tamriel, the hero must prevent the gates of Oblivion from spreading throughout the Empire.","['Action', 'Adventure', 'Fantasy']"
Sekiro: Shadows Die Twice,"Set in a reimagining of 1500s Sengoku era Japan. An unnamed shinobi, tasked with protecting a young lord of mystical lineage, who is left for dead when a powerful samurai attacks and chops off his arm.","['Action', 'Adventure', 'Fantasy']"
Resident Evil,"The RPD are investigating strange cannibalized corpses on the outskirts of the city. The Alpha squad, Jill and Chris, are sent to locate missing team members. While there, mutated dogs cause them to flee into a supposedly abandoned mansion.","['Zombie Horror', 'Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Hades,"Hades is a rogue-like dungeon crawler from the creators of Bastion and Transistor, in which you defy the god of death as you hack and slash your way out of the Underworld of Greek myth.","['Dark Fantasy', 'Action', 'Adventure', 'Fantasy']"
Yakuza 0,"Kiryu and Majima, both Yakuza's who are in different cities in Japan in 1988, as the fate of the two characters become intertwined in a gritty, violent, and often touching narrative.","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The Last of Us: Left Behind,"Find out what set Ellie on her course to the life changing events in The Last of Us (2013), whilst filling in the gaps during winter with Joel.","['Dystopian Sci-Fi', 'Quest', 'Survival', 'Zombie Horror', 'Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Hollow Knight,"In a world of insects, a diminutive knight descends into an ancient and crazed kingdom to restore its fallen king's order.","['Dark Fantasy', 'Action', 'Adventure', 'Fantasy']"
The Lion King,A version of 'The Lion King' for the Game Boy.,"['Action', 'Adventure']"
Super Mario Bros.,A plumber named Mario and his brother Luigi travel through the Mushroom Kingdom to save the princess from the evil Bowser.,"['Quest', 'Action', 'Adventure', 'Fantasy']"
Star Wars: Knights of the Old Republic II - The Sith Lords,You play an exiled and depowered Jedi Knight who has returned to the Republic and must restore both your powers and the devastated Jedi Order to challenge the Sith.,"['Dark Fantasy', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
